word,pos,meaning,example,match_id,is_same
mổng,d,người dắt thầy bói mù,#anh mổng #thằng mổng,oewn-10171090-n,True
mống,d,đoạn cầu vồng hiện ra ở chân trời,"#mống bên đông, vồng bên tây, chẳng mưa dây thì bão giật (tng)",oewn-09426302-n,True
mống,d,mầm mới nhú,"#mống khoai #""Chờ anh đã có công chờ, Chờ cho mống vượt lên bờ trổ hoa."" (Cdao)",oewn-07735182-n,True
mống,d,"từ dùng để chỉ từng cá thể người hoặc động vật, thường với số lượng ít [hàm ý coi thường]",#không còn một mống #nhà chỉ có mấy mống,oewn-10455018-n,True
mống cụt,d,đoạn cầu vồng hiện ra ở chân trời,"#mống bên đông, vồng bên tây, chẳng mưa dây thì bão giật (tng)",oewn-09426302-n,True
mộng,d,mầm mới nhú ra ở hạt,#thóc giống ủ đã mọc mộng,oewn-07735182-n,True
mộng,d,"tổ chức xơ mọc từ kết mạc, lan dần vào giác mạc và có thể che lấp đồng tử",#mắt có mộng,oewn-05325153-n,True
mộng,d,"gờ trên một chi tiết khớp vào rãnh hay ổ có hình dáng và kích thước tương ứng của một chi tiết khác, để liên kết các chi tiết này với nhau",#mộng tủ #mộng không khớp,oewn-04417046-n,True
mộng,d,hiện tượng thấy người hay sự việc hiện ra như thật trong giấc ngủ,"#gặp nhau trong mộng #""Chiều hôm sau trong lúc ngồi trông nom học trò làm bài, Mân sực nhớ lại giấc mộng hồi đêm."" (Bùi Hiển; 1)",oewn-05776550-n,True
mộng,d,"điều luôn luôn được hình dung, tưởng tượng tới và mong muốn trở thành sự thật",#ôm mộng văn chương #người yêu trong mộng #vỡ mộng,oewn-07499687-n,True
mộng âm dương,d,"mộng dưới và mộng trên của đồ gỗ, khớp với nhau",,oewn-04417046-n,True
mộng mẹo,d,"mộng để lắp, ghép cho chặt, khít [nói khái quát]","#chiếc bàn cũ, mộng mẹo lỏng lẻo hết cả",oewn-04417046-n,True
mộng mị,d,chiêm bao [nói khái quát],"#""Miên đã ngủ một giấc say, không mộng mị, từ quá nửa đêm đến gần bốn giờ sáng."" (Nguyễn Kiên; 8)",oewn-05776803-n,True
mộng tinh,d,"chứng xuất tinh trong lúc ngủ, khi mơ thấy giao hợp",,oewn-13543814-n,True
mộng triệu,d,"điều thấy trong mộng, được coi là dấu hiệu báo trước việc gì đó sẽ xảy ra, thường theo mê tín","#""Cứ trong mộng triệu mà suy, Phận con thôi có ra gì mai sau!"" (TKiều)",oewn-07301073-n,True
mộng tưởng,d,"điều mong ước quá cao xa, chỉ thấy được trong mộng, trong tưởng tượng","#""(...) ai ai cũng có những năm tháng đã sống cho một niềm tin, cho một tình yêu, cho những mộng tưởng có nhiều phần hư ảo."" (Nguyễn Khải; 4)",oewn-05640577-n,True
mộng ước,d,điều tốt đẹp luôn luôn mơ ước có được,"#""Tấm lòng ấy chỉ nuôi một mộng ước là có được tổ ấm nho nhỏ, một khung cảnh sinh hoạt thuận hoà, một đời sống no ấm dễ chịu."" (Ma Văn Kháng; 10)",oewn-07499687-n,True
mốt,d,"kiểu sinh hoạt, thường là kiểu ăn mặc, được số đông ưa chuộng trong một thời gian nào đó",#mốt mới #chạy theo mốt #ăn mặc không hợp mốt,oewn-05758160-n,True
mốt,d,một,#sáu mươi mốt #hai mốt (hai mươi mốt),oewn-13764713-n,True
mốt,d,một phần mười đơn vị,#hai trăm mốt (hai trăm mười) #ba nghìn mốt (ba nghìn một trăm) #dài hai mét mốt (hai mét và mười centimet),oewn-13760467-n,True
mốt,d,ngày kia,#không mai thì mốt,oewn-15181271-n,True
một,d,số [ghi bằng 1] đầu tiên trong dãy số tự nhiên,#đếm từ một đến mười #nhà ở tầng một #chỉ có một người,oewn-13764713-n,True
một,d,tháng mười một âm lịch [nói tắt],"#tháng một #một, chạp, giêng, hai",oewn-15238202-n,True
một,d,từ biểu thị tính chất lần lượt của từng đơn vị giống nhau nối tiếp nhau,#đọc tên từng người một #nói gằn từng tiếng một #ăn dè từng tí một,oewn-05878677-n,False
một,d,"từ biểu thị tính chất toàn khối không thể chia cắt, hoặc tính chất thống nhất, nhất trí như một khối",#trước sau như một #trên dưới như một #Bắc Nam sum họp một nhà,oewn-04750610-n,True
một cách,d,"cách thức diễn ra như thế nào đó của hành động, hiện tượng, sự việc","#nói một cách dứt khoát #xử sự một cách có văn hoá #""Mỗi lần gặp nhau ở ngoài đường, chúng tôi chỉ bắt tay nhau một cách lạnh lùng, hỏi thăm nhau một câu chiếu lệ, rồi ai đi đường nấy."" (Nam Cao; 8)",oewn-04936080-n,True
một cách,d,vẻ biểu hiện ra như thế nào đó của tính chất,"#xấu một cách khủng khiếp #""(...) trước kia ông huyện mắng con gái về tội lãng mạn một cách kịch liệt bao nhiêu thì về sau ông lại im lặng một cách gan góc bấy nhiêu."" (Vũ Trọng Phụng; 15)",oewn-04936080-n,True
một chạp,d,tháng một và tháng chạp [nói gộp]; chỉ cuối năm,"#""Một chạp là tiết mùa đông, Mưa phùn đêm vắng trong lòng lạnh thay."" (Cdao)",oewn-15226829-n,False
một chiều,d,"hướng duy nhất, không có hướng ngược lại",#đường một chiều #dòng điện một chiều,oewn-11467249-n,True
một chiều,d,"chỉ một phía, một mặt, thiếu hẳn những phía khác, mặt khác",#suy nghĩ một chiều #thông tin một chiều #đoàn kết một chiều,oewn-92422355-n,True
một chút,d,mức độ không đáng kể,"#hơi buồn một chút #không một chút hối hận #""Lão ngẩn mặt ra một chút, rồi bỗng nhiên thở dài."" (Nam Cao; 14)",oewn-13784857-n,True
một đôi,d,"một hoặc vài ba [nói về số lượng rất ít, không xác định]","#nói một vài câu ngắn gọn #ở lại chơi một vài ngày #""Cỏ non xanh rợn chân trời, Cành lê trắng điểm một vài bông hoa."" (TKiều)",oewn-13793430-n,False
một hai,d,"một hoặc hai; chỉ số lượng ít, không đáng kể","#một hai hôm nữa là xong #""Nguyên về trung đội, cố ăn nốt bát cơm, nhưng anh nghẹn cổ, chỉ và thêm được một hai miếng (...)"" (Nguyễn Đình Thi; 1)",oewn-13793430-n,True
một ít,d,"một phần nào đó, thường là rất nhỏ","#bỏ thêm một ít muối #còn thiếu một ít tiền #""Chiêm năm nay khá nhưng họ chỉ quyết nộp một ít gọi là, chứ không thể thanh toán sòng phẳng ngay được."" (Nguyễn Khắc Trường; 1)",oewn-13784857-n,True
một lá mầm,d,"lớp thực vật gồm những cây mà hạt chỉ có một lá mầm, như cây lúa, cây cau, v.v.; phân biệt với hai lá mầm",,oewn-11688568-n,True
một lèo,d,"một cách liên tục từ đầu đến cuối, không nghỉ, không cách quãng giữa chừng","#chạy thẳng một mạch #""Đọc xong một mạch tám trang giấy pơ-luya đặc kín chữ, tôi ngẩn cả người, mồ hôi vã lấm tấm mặc dù trời rất lạnh."" (Hồng Nhu; 1)",oewn-00330053-n,True
một lòng,d,tình cảm trước sau như một,"#""Một lòng thờ mẹ kính cha, Cho tròn chữ hiếu mới là đạo con."" (Cdao)",oewn-07561759-n,False
một lòng,d,tình cảm của tất cả mọi người như một trong một việc gì,#đoàn kết một lòng #trên dưới một lòng,oewn-13995834-n,True
một lô một lốc,d,"số lượng nhiều, những cái, những thứ cùng loại hoặc có liên quan với nhau, được coi như một tập hợp [thường hàm ý coi khinh]",#đi đâu cũng đem theo một lô lốc bộ hạ #kèm theo nó là cả một lô một lốc phụ kiện,oewn-13796604-n,False
một mạch,d,"một cách liên tục từ đầu đến cuối, không nghỉ, không cách quãng giữa chừng","#chạy thẳng một mạch #""Đọc xong một mạch tám trang giấy pơ-luya đặc kín chữ, tôi ngẩn cả người, mồ hôi vã lấm tấm mặc dù trời rất lạnh."" (Hồng Nhu; 1)",oewn-15159442-n,True
một mai,d,một ngày nào đó sắp tới,"#""Một mai cha yếu, mẹ già, Bát cơm ai đỡ, chén trà ai dâng?"" (Cdao)",oewn-15288606-n,False
một số,d,"số lượng nào đó [thường là ít] trong quan hệ với toàn thể, tổng thể","#thu thập một số chứng cứ ngoại phạm #""Dân làng phần đông làm nghề chài lưới, một số ít làm nghề đan lát hoặc làm ruộng (...)"" (Lê Văn Thảo; 17)",oewn-13793294-n,True
một tẹo,d,"mức độ rất nhỏ, rất ít, gần như không","#đợi một tí #""Hắn nghĩ ngợi một tí rồi hình như hiểu. Hắn bỗng nhiên ngẩn người."" (Nam Cao; 3)",oewn-13795925-n,True
một tí,d,"mức độ rất nhỏ, rất ít, gần như không","#đợi một tí #""Hắn nghĩ ngợi một tí rồi hình như hiểu. Hắn bỗng nhiên ngẩn người."" (Nam Cao; 3)",oewn-13784857-n,True
một vài,d,"một hoặc vài ba [nói về số lượng rất ít, không xác định]","#nói một vài câu ngắn gọn #ở lại chơi một vài ngày #""Cỏ non xanh rợn chân trời, Cành lê trắng điểm một vài bông hoa."" (TKiều)",oewn-13793430-n,True
mơ,d,"cây ăn quả, lá có răng nhỏ, hoa màu trắng, quả chín màu vàng lục, có lông mịn, vị chua",#quả mơ #ô mai mơ,oewn-12661368-n,True
mơ,d,"cây leo mọc hoang, lá có lông ở cả hai mặt, thường dùng để chữa kiết lị hoặc làm rau ăn",#hấp trứng gà với lá mơ,oewn-12226211-n,True
mơ ước,d,điều mong muốn tốt đẹp trong tương lai,"#""Những hình ảnh rực rỡ, những mơ ước thầm kín bao nhiêu lâu nay lôi kéo trí tưởng tượng của chàng đến một cảnh đời đầy đủ xa hoa khác."" (Thạch Lam; 3)",oewn-07499687-n,True
mỡ,d,"cây to mọc ở rừng, cùng họ với vàng tâm, gỗ nhẹ màu vàng nhạt, thường dùng trong xây dựng và công nghiệp gỗ dán",,oewn-12212104-n,True
mỡ,d,chất béo ở cơ thể động vật thường dùng làm thức ăn,#thịt mỡ #mỡ nước #rán sành ra mỡ (tng),oewn-14888511-n,True
mỡ,d,mỡ máy [nói tắt],#bôi mỡ vào vòng bi,oewn-14915096-n,True
mỡ,d,thuốc mỡ [nói tắt],#bôi mỡ tetracyclin,oewn-03851070-n,True
mỡ chài,d,mỡ bám ở màng trong bụng lợn [trông giống cái chài đánh cá],,oewn-14888976-n,True
mỡ cơm xôi,d,mỡ bao xung quanh ruột non và ruột già lợn,,oewn-14888976-n,True
mỡ gà,d,màu vàng nhạt như màu mỡ của con gà,#cái áo len màu mỡ gà,oewn-04974118-n,True
mỡ khổ,d,mỡ thành tấm dày ở dưới bì lợn,,oewn-14888976-n,True
mỡ lá,d,mỡ thành tấm ở hai bên sườn lợn,,oewn-14888976-n,True
mỡ màng,d,mỡ để ăn [nói khái quát],#mỡ màng dính đầy tay,oewn-14888511-n,False
mỡ máy,d,"dầu nhờn nhưng ở dạng đặc, thường dùng để bôi trơn máy móc","#chuẩn bị đầy đủ xăng, dầu, mỡ máy cho chuyến đi",oewn-14915096-n,True
mỡ phần,d,"phần mỡ dày ở gáy, vai hay mông lợn",,oewn-07687014-n,False
mỡ sa,d,mỡ lá,#mua hai lạng mỡ sa,oewn-14888976-n,True
mớ,d,tập hợp gồm một số vật cùng loại được gộp lại thành đơn vị,#mua mớ rau muống #mớ tép,oewn-07976557-n,True
mớ,d,"số lượng tương đối nhiều những vật, những thứ cùng loại [thường bị coi là ít có giá trị] nhưng khác nhau nhiều và ở tình trạng lộn xộn, không có trật tự [hàm ý chê]",#rối như mớ bòng bong #đưa ra một mớ lí thuyết #cầm theo một mớ giấy tờ #trông bộ quần áo như mớ rẻ rách,oewn-14524151-n,True
mớ,d,mười vạn,"#""Nó lại mừng nhau cái sự giàu, Trăm nghìn vạn mớ để vào đâu?"" (Trần Tế Xương; 3)",oewn-13773405-n,True
mợ,d,vợ của cậu [có thể dùng để xưng gọi],,oewn-09842904-n,True
mợ,d,"mẹ [dùng để xưng gọi trong một số gia đình trung lưu, thượng lưu thời trước]",,oewn-10352098-n,False
mợ,d,từ người chồng dùng để gọi vợ còn trẻ trong một số gia đình trung lưu thời trước [gọi theo cách gọi của con cái trong gia đình],"#""Người khác thì được, mà mợ, mợ là vợ tôi, thì mợ không thể tân thời như người khác được!"" (Vũ Trọng Phụng; 13)",oewn-10343187-n,False
mợ,d,"từ cha mẹ chồng dùng để gọi con dâu trong một số gia đình trung lưu, thượng lưu thời trước",,oewn-10012578-n,False
mợ,d,"từ dùng để chỉ hoặc gọi người đàn bà trẻ có chồng là công chức trung cấp thời trước, với ý coi trọng",#mợ phán,oewn-09842904-n,False
mớn,d,"khoang tàu thuyền, dùng làm nơi chứa người hoặc hàng hoá khi chuyên chở","#""Sao cô ăn nói ỡm ờ, Thuyền anh chật mớn cô chờ làm sao."" (Cdao)",oewn-02968086-n,True
mớn,d,mớn nước [nói tắt],#tàu buộc phải dỡ bớt hàng để giảm mớn trước khi vào cảng,oewn-05142420-n,True
mớn nước,d,"phần thân tàu, thuyền chìm trong nước, tính từ đáy tàu, thuyền đến mặt nước",,oewn-05142420-n,True
mu,d,"mai của rùa, cua",#mu rùa,oewn-14782715-n,True
mu,d,"phần nhô lên có hình khum khum ở một số bộ phận trên cơ thể như bàn tay, bàn chân, v.v.","#""Ông già bịt khăn đỏ bưng tô rượu lên uống một hớp, đưa mu bàn tay quệt ngang mép, khà một tiếng (...)"" (Đoàn Giỏi; 4)",oewn-05565133-n,True
mu,d,tên một con chữ [viết hoa M] của chữ cái Hi Lạp,,oewn-06848365-n,True
mù,d,sương mù [nói tắt],#mây tạnh mù tan #quá mù ra mưa (tng),oewn-14545250-n,True
mù tạt,d,"cây họ cải, hoa vàng, hạt dùng chế gia vị",#gỏi cá ăn với mù tạt,oewn-07835456-n,False
mù u,d,"cây to cùng họ với măng cụt, lá to, hoa màu trắng hay vàng, quả tròn, hạt có thể ép lấy dầu để thắp hay làm thuốc nhuộm, thuốc chữa bệnh",,oewn-12352735-n,False
mủ,d,chất nước đặc màu trắng vàng hay xanh nhạt ở mụn nhọt hoặc vết thương bị nhiễm trùng,#nhọt mưng mủ #vết thương đã lên mủ,oewn-05424816-n,True
mủ,d,nhựa cây,#mủ cao su #mủ mít,oewn-14922621-n,True
mũ,d,"đồ dùng để đội trên đầu, úp chụp sát tóc, để che mưa, nắng, v.v.",#đội mũ #đan mũ len #mũ sắt chống đạn,oewn-03502782-n,False
mũ,d,bộ phận có hình dáng giống như cái mũ trên đầu một số vật,#mũ đinh #mũ nấm,oewn-11552802-n,True
mũ,d,số mũ [nói tắt],#a mũ 3 (a3),oewn-05198072-n,False
mũ bảo hiểm,d,"mũ có cấu tạo đặc biệt, đội khi đi xe máy, xe đạp hoặc khi làm việc ở công trường, hầm mỏ, v.v. để bảo vệ đầu",#đoạn đường bắt buộc đội mũ bảo hiểm,oewn-03518281-n,True
mũ biên phòng,d,"mũ mềm có lót bông, lưỡi trai vuông và thẳng đứng dính liền với thành mũ, có bộ phận bịt kín tai và gáy, thường dùng cho bộ đội biên phòng đội tránh rét về mùa đông","#""Bủ Tròn ngồi trên một tấm phản mộc, đầu đội chiếc mũ biên phòng đã bỏ hết lượt bông trong, nhăn nhúm (...)"" (Nguyễn Khải; 30)",oewn-02957776-n,True
mũ bình thiên,d,"mũ có mặt trên bằng, ngày xưa vua thường đội khi tế lễ",,oewn-03143320-n,False
mũ bịt tai,d,"mũ mềm có lưỡi trai và bộ phận che kín tai, gáy để chống rét",,oewn-03502782-n,False
mũ cánh chuồn,d,"mũ có hai cánh ở hai bên như cánh con chuồn chuồn, dùng cho các quan văn thời phong kiến","#""Trên chiếc ghế tréo kê ở phía hữu, ông chánh chủ khảo với chiếc mũ cánh chuồn đương ôm cây hốt ở ngực (...)"" (Ngô Tất Tố; 3)",oewn-03502782-n,True
mũ cát,d,"mũ cứng, cốt thường làm bằng lie hoặc hải đồng, có vành, mặt ngoài thường bọc vải",,oewn-03957175-n,True
mũ chào mào,d,ca lô,"#""Ngày xưa, ông đi lính (...). Ông cũng được đi giầy săng đá, đeo thắt lưng da, đội mũ chào mào như những ai."" (Tô Hoài; 32)",oewn-02957776-n,True
mũ lưỡi trai,d,"mũ làm bằng vải hoặc da, hình tròn giống mũ nồi, phía trước có lưỡi trai",,oewn-03615895-n,True
mũ mãng,d,mũ áo của quan lại [nói khái quát],#mũ mãng cân đai,oewn-04078375-n,False
mũ mãng,d,mũ để đội [nói khái quát],#mũ mãng chỉnh tề,oewn-03507653-n,True
mũ mấn,d,"mũ bằng vải trắng, hình phễu, người đàn bà đội khi đưa ma cha mẹ hoặc chồng, theo phong tục cổ truyền",,oewn-03507653-n,False
mũ miện,d,mũ lễ của vua,,oewn-03143320-n,True
mũ ni,d,"mũ mềm bằng len, sợi, có diềm che kín hai tai và sau gáy, thường dùng cho người già",#mũ ni che tai (tng),oewn-02779830-n,True
mũ ni,d,mũ của sư sãi,"#""Gác ngoài phú quí một tràng, Mũ ni, tràng hạt, quyết đàng xuất gia."" (NĐM)",oewn-02957776-n,False
mũ nồi,d,bê rê,,oewn-02834421-n,True
mũ phớt,d,"mũ bằng dạ cứng, thành đứng, có vành cong xung quanh",,oewn-02884998-n,True
mũ tai bèo,d,"mũ mềm bằng vải, vành rộng có máy nhiều đường chỉ xung quanh, lúc đội có chỗ cong, chỗ thẳng, trông giống cái tai bèo, thường được trang bị cho bộ đội thời kì chống Mĩ cứu nước","#""Thấy cậu mặc áo bà ba đen, đội mũ tai bèo, quấn khăn rằn, biết cậu là cậu giao liên."" (Nguyễn Quang Sáng; 17)",oewn-03957175-n,False
mũ trụ,d,"mũ làm bằng chất liệu cứng có sức chống đỡ với binh khí, ngày xưa dùng đội khi ra trận","#viên tướng mình mặc áo bào, đầu đội mũ trụ",oewn-03518281-n,True
mũ trụ,d,bà mụ [nói tắt],#cúng mụ #tuổi mụ,oewn-10334494-n,False
mụ,d,người đàn bà đã có tuổi [thường hàm ý coi khinh],"#""Một trăm ông chú không lo, Lo về một nỗi mụ o nỏ mồm."" (Cdao) #""Ông Hai chưa thấy người đàn bà nào lại tham lam tinh quái như mụ ta."" (Kim Lân; 5)",oewn-10613555-n,False
mụ,d,từ người chồng già gọi người vợ già [với ý thân mật],"#""Mụ nhà tui bên nớ chừ coi bộ răng, thím Khương?"" (Nguyễn Minh Châu; 3)",oewn-10395013-n,True
mụ,d,người đàn bà đỡ đẻ ở nông thôn ngày trước; bà mụ [nói tắt],"#""Bây giờ vợ tôi sắp sanh (...). Bác biểu tôi kiếm mụ ở gần chợ à?"" (Anh Đức; 20)",oewn-10334494-n,True
mụ vườn,d,"bà mụ đỡ đẻ ở nông thôn thời trước, chỉ có kinh nghiệm chứ không có kiến thức, trình độ y học","#""Trong những lúc đau đớn nhất, chị cũng vẫn nhớ một cách rành rọt những việc trước đây mấy bà mụ vườn đã làm cho mình."" (Nguyễn Thi; 7)",oewn-10334494-n,False
mua,d,"cây bụi mọc hoang, thân và lá có nhiều lông, lá mọc đối, hoa to, màu hồng tím, quả rắn có hình trứng",,oewn-12369608-n,True
mùa,d,"phần của năm, phân chia theo những đặc điểm về thiên văn thành những khoảng thời gian xấp xỉ bằng nhau",#một năm có bốn mùa #chim én báo hiệu mùa xuân về,oewn-15261272-n,True
mùa,d,"phần của năm, phân chia theo những đặc điểm và diễn biến về khí hậu, có thể dài ngắn, sớm muộn tuỳ khu vực, tuỳ năm",#mùa mưa #mùa khô đã đến #mùa gió chướng,oewn-15261272-n,True
mùa,d,"phần của năm, phân chia theo những đặc điểm về sản xuất nông nghiệp, tuỳ nơi và tuỳ năm có thể dài ngắn, sớm muộn khác nhau",#mùa cải ra hoa #mùa nhãn #được mùa lúa úa mùa cau (tng),oewn-15264376-n,True
mùa,d,"khoảng thời gian thường diễn ra một hoạt động chung nào đó của con người, đã thành thường lệ hằng năm",#chuẩn bị vào mùa cưới #mùa lễ hội,oewn-15264376-n,True
mùa,d,lúa mùa [nói tắt],"#cấy mùa #cánh đồng mùa #""Lạy Trời mưa thuận gió hoà, Để cho chiêm tốt, mùa tươi em mừng."" (Cdao)",oewn-13106624-n,False
mùa màng,d,cây trồng trong vụ sản xuất nông nghiệp [nói khái quát],#bảo vệ mùa màng #sâu rầy phá hoại mùa màng,oewn-13106624-n,True
mùa màng,d,"mùa thu hoạch, vụ thu hoạch sản phẩm nông nghiệp","#mùa màng bội thu #""Liên tiếp mấy vụ lại bị thiên tai hạn hán, mùa màng thất bát nặng nề."" (Trần Tiêu; 1)",oewn-00923604-n,True
mùa vụ,d,"mùa, vụ gieo trồng hoặc thu hoạch, trong sản xuất nông nghiệp [nói khái quát]","#gieo trồng đúng mùa vụ #""(...) nghiên cứu giúp địa phương quy hoạch sản xuất, chuyển đổi cơ cấu mùa vụ xoá đói giảm nghèo."" (Trần Kim Thành; 1)",oewn-00923604-n,False
mùa vụ,d,khoảng thời gian nhất định [thường là ngắn] gắn với một công việc nào đó,#hợp đồng lao động theo mùa vụ #công việc có tính chất mùa vụ,oewn-15264376-n,False
múa,d,"loại hình nghệ thuật dùng động tác múa làm phương tiện biểu hiện tư tưởng, tình cảm",#diễn viên múa #khai giảng lớp múa,oewn-07033652-n,True
múa rối,d,"loại hình nghệ thuật sân khấu biểu diễn bằng cách điều khiển các hình mẫu giống như người, vật",#nhà hát múa rối #đi xem múa rối,oewn-07032747-n,True
mục,d,"phần, chương trình trên báo, trên đài phát thanh, truyền hình dành riêng cho một thể loại",#mục ý kiến bạn nghe đài #mục hộp thư truyền hình #mục kết bạn trên báo,oewn-06279437-n,False
mục,d,phần của văn bản trình bày trọn vẹn một điểm hoặc một vấn đề,,oewn-04172050-n,True
mục,d,phần trong toàn bộ nội dung,#bàn kĩ từng mục một,oewn-03593583-n,False
mục đích,d,cái vạch ra làm đích nhằm đạt cho được,#xác định rõ mục đích để phấn đấu #một việc làm không có mục đích,oewn-05990115-n,True
mục đích luận,d,thuyết duy tâm cho rằng mọi vật trong thế giới đều do Thượng Đế sáng tạo ra nhằm một mục đích nhất định,,oewn-05986486-n,True
mục đồng,d,"trẻ chăn trâu, chăn bò","#""(...) trên con đường hẻm, vài ba đứa mục đồng cưỡi trâu hát nghêu ngao trở về trong xóm."" (Khái Hưng; 3)",oewn-10191239-n,False
mục kỉnh,d,kính đeo mắt cho người già hoặc người mắt kém,#giương mục kỉnh,oewn-04279164-n,True
mục lục,d,"bản ghi các đề mục với số trang tương ứng, theo trình tự trình bày trong sách, tạp chí [để ở đầu hoặc cuối sách, tạp chí]",#cuốn sách bị mất trang mục lục,oewn-06501650-n,True
mục lục,d,"danh mục sách báo, tư liệu, v.v. lập theo những quy tắc nhất định",#tra mục lục sách của thư viện,oewn-06499734-n,True
mục súc,d,súc vật được chăn thả,"#""Cỏ vùng này đẹp như tuyết thảm nhung, gió chạy trên cỏ bao giờ mệt thì thôi. Thật là thuận tiện cho nghề mục súc chăn nuôi."" (Nguyễn Tuân; 22)",oewn-01890115-n,True
mục sư,d,giáo sĩ đạo Tin Lành,,oewn-10003102-n,True
mục tiêu,d,"chỗ, điểm để nhằm vào","#bắn trúng mục tiêu #phát hiện đúng mục tiêu #""Mục tiêu của trận đánh bằng không quân sắp tới đã được trên quyết định: sân bay Tân Sơn Nhất."" (Hữu Mai; 4)",oewn-07276776-n,False
mục tiêu,d,đích cần đạt tới để thực hiện nhiệm vụ,#đạt được mục tiêu #đặt mục tiêu cụ thể cho từng giai đoạn,oewn-05990115-n,True
mục trường,d,bãi chăn thả gia súc,,oewn-08633625-n,True
mục từ,d,đơn vị được nêu thành mục trong từ điển,"#mục từ được xếp theo trật tự A, B, C",oewn-06356061-n,True
mui,d,"mái che thuyền hay xe, thường có hình khum khum",#ngồi ở mui thuyền #mui xe,oewn-04112532-n,False
mùi,d,hơi toả ra được nhận biết bằng mũi,#mùi thơm #mùi hương ngào ngạt #tanh mùi cá #thức ăn đã bốc mùi khó chịu,oewn-04987257-n,True
mùi,d,"vị của thức ăn, nói về mặt sự cảm nhận của con người",#ăn cho biết mùi,oewn-05723230-n,True
mùi,d,"cái nếm trải, hưởng, chịu trong cuộc đời, nói về mặt sự cảm nhận của con người","#mùi vinh hoa phú quý #chưa biết mùi đời #""Nàng rằng: Chút phận hoa rơi, Nửa đời nếm trải mọi mùi đắng cay."" (TKiều)",oewn-07302729-n,True
mùi,d,"rau thơm thuộc họ hoa tán, lá nhỏ hình tròn chia thành các tua, thường dùng làm gia vị",,oewn-07833291-n,True
mùi,d,"[thường viết hoa] kí hiệu thứ tám trong địa chi [lấy dê làm tượng trưng; sau ngọ, trước thân], dùng trong phép đếm thời gian cổ truyền của Trung Quốc và một số nước châu á, trong đó có Việt Nam","#giờ Mùi (từ 1 giờ trưa đến 3 giờ chiều) #""Ngồi buồn giở sách ra coi, Tuổi anh tuổi Ngọ, tuổi tôi tuổi Mùi."" (Cdao)",oewn-06659006-n,False
mùi mẽ,d,"mùi vị của đồ ăn, thức uống, v.v. [nói khái quát; hàm ý chê]","#chè nấu nhạt thếch, chẳng có mùi mẽ gì",oewn-05723811-n,False
mùi soa,d,"khăn nhỏ và mỏng, thường bỏ túi, để dùng vào các việc vệ sinh cá nhân","#""Bây giờ trí được thả lỏng, các ông mới nghĩ đến nóng bức, đưa mùi soa lên lau mồ hôi đầm đìa trên mặt, trên cổ."" (Trần Tiêu; 3)",oewn-03490877-n,True
mùi vị,d,mùi và vị cảm nhận được [nói khái quát],#sầu riêng có mùi vị rất đặc biệt #mùi vị của đồng quê #nếm trải đủ mùi vị của cuộc đời,oewn-05723230-n,False
mũi,d,"bộ phận nhô lên ở giữa mặt người và động vật có xương sống, dùng để thở và ngửi",#viêm mũi #ngạt mũi #hai cánh mũi phập phồng #chó dùng mũi để đánh hơi,oewn-05605902-n,True
mũi,d,nước mũi [nói tắt],#xì mũi #sổ mũi #mũi dãi,oewn-05423392-n,True
mũi,d,chất nhầy giống như nước mũi có lẫn trong phân của người bị bệnh kiết lị,,oewn-05422738-n,False
mũi,d,bộ phận có đầu nhọn nhô ra phía trước ở một số vật,#mũi kim #mũi giày #đứng phía mũi thuyền #mũi tên hòn đạn #mũi khoan,oewn-03836602-n,True
mũi,d,mỏm đất nhô ra phía biển,#mũi Cà Mau #vùng đất mũi Năm Căn,oewn-09256622-n,True
mũi,d,"từ dùng để chỉ từng đơn vị lần sử dụng vật có mũi nhọn vào việc gì, hoặc kết quả cụ thể của việc ấy",#khâu thêm mấy mũi cho chắc #khoan mấy mũi lên tường #ngày tiêm hai mũi,oewn-03244429-n,False
mũi,d,bộ phận lực lượng có nhiệm vụ tiến công theo một hướng nhất định,#mũi tiến công #chia làm hai mũi chủ lực,oewn-08432618-n,True
mũi dãi,d,nước mũi và nước dãi [nói khái quát],"#""Một thằng bé nhem nhuốc từ xó tủ bò ra, mũi dãi đầy ngực."" (Lê Minh Khuê; 3)",oewn-05423392-n,False
mũi dùi,d,"mũi nhọn của cái dùi; dùng để tượng trưng cho sự tập trung phê phán, đả kích một đối tượng, mục tiêu nào đó","#""Tại sao lúc nãy tay Thủ nó nhũn như con chi chi với bác Phúc? Chính là vì nó sợ chiều nay nhiều mũi dùi chĩa vào nó!"" (Nguyễn Khắc Trường; 1)",oewn-06723485-n,False
mũi đất,d,mỏm đất nhô ra phía biển,#mũi Cà Mau #vùng đất mũi Năm Căn,oewn-09256622-n,True
mũi giùi,d,"mũi nhọn của cái dùi; dùng để tượng trưng cho sự tập trung phê phán, đả kích một đối tượng, mục tiêu nào đó","#""Tại sao lúc nãy tay Thủ nó nhũn như con chi chi với bác Phúc? Chính là vì nó sợ chiều nay nhiều mũi dùi chĩa vào nó!"" (Nguyễn Khắc Trường; 1)",oewn-06780713-n,False
mũi nhọn,d,"lực lượng đi đầu, đi tiên phong theo một hướng nhất định",#ngành công nghiệp mũi nhọn #mũi nhọn tấn công,oewn-06219154-n,False
mũi tên,d,"tên bắn đi bằng cung, nỏ",#một mũi tên bắn trúng hai đích #mũi tên hòn đạn,oewn-02745758-n,True
